yearID,playerID,salary,G_fielding,GS_fielding,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR,W,L,G_pitching,GS_pitching,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP_right,HBP,BK,BFP,GF,R,SH,SF,GIDP,G_batting2,G_batting_total,AB,R_right,H_right,2B,3B,HR_right,RBI,SB_right,CS_right,BB_right,SO_right,IBB_right,HBP_right,SH_right,SF_right,GIDP_right,G_old,Training_Validation
2015,pomerdr01,517500,53,9,258,2,13,1,2,0,0,0,0,0,5,6,53,9,0,0,3,258,71,35,8,31,82,0.226,3.66,1,2,3,0,357,9,44,4,5,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2016,pomerdr01,1350000,31,30,512,2,17,2,0,0,0,0,0,0,11,12,31,30,0,0,0,512,137,63,22,65,186,0.223,3.5300000000000002,3,10,1,0,703,1,65,3,3,10,31,0,35,2,5,0,0,1,4,0,0,0,21,0,0,2,0,1,0,Validation
2015,pompeda01,508500,27,24,649,58,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,94,17,21,8,0,2,6,5,1,7,23,0,2,0,0,1,0,Training
2006,ponsosi01,1000000,19,16,255,5,9,1,1,0,0,0,0,0,4,5,19,16,0,0,0,255,108,59,10,36,48,0.3295,7.855,1,2,4,0,384,1,62,4,0,14,19,0,13,1,3,0,0,0,1,0,1,3,6,0,0,5,0,0,0,Training
2007,ponsosi01,1000000,7,7,113,4,3,1,0,0,0,0,0,0,2,5,7,7,0,0,0,113,54,29,7,17,23,0.335,6.93,1,0,3,0,181,0,31,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,porceri01,2095000,31,31,512,11,25,2,1,0,0,0,0,0,14,9,31,31,0,0,0,512,176,75,23,52,89,0.267,3.96,0,6,3,1,720,0,81,4,2,24,31,0,5,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,Training
2010,porceri01,1920000,27,27,488,9,15,1,3,0,0,0,0,0,10,12,27,27,0,0,0,488,188,89,18,38,84,0.288,4.92,2,11,7,3,700,0,96,1,2,19,27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Training
2011,porceri01,1536000,31,31,546,15,21,2,4,0,0,0,0,0,14,9,31,31,0,0,0,546,210,96,18,46,104,0.292,4.75,1,12,8,0,784,0,103,5,5,23,31,0,6,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Training
2012,porceri01,3100000,31,31,529,12,30,5,0,0,0,0,0,0,10,12,31,31,0,0,0,529,226,90,16,44,107,0.31,4.59,3,6,6,0,783,0,101,2,3,21,31,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Training
2013,porceri01,5100000,32,29,531,15,21,1,2,0,0,0,0,0,13,8,32,29,1,0,0,531,185,85,18,42,142,0.27,4.32,4,6,3,1,736,1,87,4,3,20,32,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2014,porceri01,8500000,32,31,614,18,17,4,2,0,0,0,0,0,15,13,32,31,3,3,0,614,211,78,18,41,129,0.268,3.43,4,0,4,0,840,1,89,3,4,30,32,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,Training
2015,porceri01,12500000,28,28,516,10,19,3,3,0,0,0,0,0,9,15,28,28,0,0,0,516,196,94,25,38,149,0.287,4.92,0,12,10,1,737,0,103,2,5,21,28,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Training
2016,porceri01,20125000,33,33,669,6,15,1,0,0,0,0,0,0,22,4,33,33,3,0,0,669,193,78,23,32,189,0.23,3.15,0,3,13,0,890,0,85,2,3,16,33,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Validation
2006,posadjo01,12000000,135,121,3160,789,68,9,9,13,0,64,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,143,0,465,65,129,27,2,23,93,3,0,64,97,1,11,0,5,10,0,Training
2007,posadjo01,12000000,139,126,3352,805,54,5,7,13,0,102,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,144,0,506,91,171,42,1,20,90,2,0,74,98,7,6,0,3,18,0,Training
2008,posadjo01,13100000,37,31,796,222,7,1,3,2,0,34,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,168,18,45,13,1,3,22,0,0,24,38,3,2,0,1,7,0,Training
2009,posadjo01,13100000,102,88,2370,651,50,7,6,8,0,80,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,383,55,109,25,0,22,81,1,0,48,101,4,2,0,5,13,0,Training
2010,posadjo01,13100000,84,78,2038,562,22,8,2,8,0,72,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,120,0,383,49,95,23,1,18,57,3,1,59,99,3,7,0,2,6,0,Training
2011,posadjo01,13100000,16,11,333,81,9,1,8,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,344,34,81,14,0,14,44,0,2,39,76,4,2,0,2,17,0,Training
2011,poseybu01,575000,43,43,1137,349,26,2,6,3,0,27,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,162,17,46,5,0,4,21,3,0,18,30,3,4,0,1,4,0,Training
2012,poseybu01,615000,143,140,3567,1059,75,10,22,2,0,87,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,530,78,178,39,1,24,103,1,1,69,96,7,2,0,9,19,0,Training
2013,poseybu01,8000000,142,135,3509,1044,59,9,16,3,0,63,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,520,61,153,34,1,15,72,2,1,60,70,8,8,0,7,15,0,Training
2014,poseybu01,12500000,146,139,3571,1033,73,6,28,5,0,59,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,147,0,547,72,170,28,2,22,89,0,1,47,69,5,3,0,8,16,0,Training
2015,poseybu01,16500000,148,140,3676,1105,86,2,39,4,0,39,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,150,0,557,74,177,28,0,19,95,2,0,56,52,10,3,0,7,17,0,Training
2016,poseybu01,20777778,138,133,3503,1098,73,4,19,2,0,47,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,146,0,539,82,155,33,2,14,80,6,1,64,68,7,3,0,8,18,0,Validation
2009,powella01,400000,42,34,943,253,17,4,9,2,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,140,19,32,7,0,7,30,0,0,14,36,0,0,0,1,3,0,Training
2011,powella01,420000,34,31,844,245,17,2,3,1,0,16,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,111,10,19,3,0,1,4,0,0,11,32,0,0,0,0,4,0,Training
2008,pradoma01,390000,63,48,1389,174,114,6,21,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,228,36,73,18,4,2,33,3,1,21,29,0,1,2,2,3,0,Training
2009,pradoma01,415000,133,105,2892,290,241,7,70,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,128,0,450,64,138,38,0,11,49,1,3,36,59,1,2,11,4,17,0,Training
2010,pradoma01,440000,146,139,3683,220,369,11,78,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,140,0,599,100,184,40,3,15,66,5,3,40,86,2,3,3,6,13,0,Training
2011,pradoma01,3100000,143,127,3493,196,90,8,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,551,66,143,26,2,13,57,4,8,34,52,1,1,1,3,16,0,Training
2012,pradoma01,4750000,171,154,4111,250,99,4,23,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,156,0,617,81,186,42,6,10,70,17,4,58,69,2,2,4,9,19,0,Training
2013,pradoma01,7000000,176,149,4117,148,269,10,33,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,155,0,609,70,172,36,2,14,82,3,5,47,53,2,2,0,6,29,0,Training
2014,pradoma01,11000000,143,136,3627,118,267,16,30,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,143,0,536,62,151,26,4,12,58,3,1,26,80,0,7,0,4,20,0,Training
2015,pradoma01,11000000,135,127,3315,85,238,7,32,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,500,52,144,22,2,9,63,1,0,37,68,4,5,1,8,9,0,Training
2016,pradoma01,11000000,150,146,3794,73,240,9,30,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,153,0,600,70,183,37,3,8,75,2,2,49,69,4,4,0,5,24,0,Validation
2006,prattto02,850000,54,39,1062,279,11,4,2,3,0,28,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,135,14,28,6,0,4,19,1,0,12,43,0,1,1,3,4,0,Training
2012,preslal01,484000,90,78,2064,153,2,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,346,46,82,14,7,10,25,9,7,18,72,0,2,4,0,5,0,Training
2015,preslal01,1000000,6,4,102,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,12,1,3,0,0,0,1,0,0,1,5,0,0,0,0,0,0,Training
2013,pressry01,490000,49,0,230,8,13,1,2,0,0,0,0,0,3,3,49,0,0,0,0,230,71,33,5,27,49,0.251,3.87,1,7,0,0,315,18,37,2,3,10,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2016,pressry01,520000,72,0,226,3,10,1,1,0,0,0,0,0,6,7,72,0,0,0,1,226,79,31,8,23,67,0.266,3.7,2,7,2,0,328,10,34,4,2,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validation
2010,priceda01,1834671,32,31,626,8,22,0,2,0,0,0,0,0,19,6,32,31,2,1,0,626,170,63,15,79,188,0.221,2.72,1,5,5,3,861,0,71,4,3,18,32,0,7,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Training
2011,priceda01,2084671,34,34,673,13,23,4,2,0,0,0,0,0,12,13,34,34,0,0,0,673,192,87,22,63,218,0.23,3.49,5,2,9,0,918,0,93,4,7,17,34,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Training
2012,priceda01,4350000,31,31,633,6,28,3,4,0,0,0,0,0,20,5,31,31,2,1,0,633,173,60,16,59,205,0.226,2.56,2,8,5,1,836,0,63,2,3,20,31,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Training
2013,priceda01,9831954,27,27,560,7,25,0,0,0,0,0,0,0,10,8,27,27,4,0,0,560,178,69,16,27,151,0.252,3.33,0,6,3,0,740,0,78,1,2,19,27,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Training
2014,priceda01,14000000,34,34,745,4,18,1,1,0,0,0,0,0,15,12,34,34,3,0,0,745,230,90,25,38,271,0.2405,3.3499999999999996,1,2,5,0,1009,0,100,4,3,12,34,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Training
2015,priceda01,19750000,32,32,661,14,23,2,1,0,0,0,0,0,18,5,32,32,3,1,0,661,190,60,17,47,225,0.22399999999999998,2.415,2,4,3,0,888,0,70,4,8,17,32,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,Training
2016,priceda01,30000000,35,35,690,5,22,0,2,0,0,0,0,0,17,9,35,35,2,0,0,690,227,102,30,50,228,0.258,3.99,1,4,7,0,951,0,106,8,7,19,35,0,10,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,Validation
2006,priorma01,3650000,9,9,131,3,5,2,1,0,0,0,0,0,1,6,9,9,0,0,0,131,46,35,9,28,38,0.269,7.21,2,5,8,0,211,0,39,2,2,3,9,0,13,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,Training
2008,priorma01,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2006,proctsc01,352675,83,0,307,4,9,0,1,0,0,0,0,0,6,4,83,0,0,0,1,307,89,40,12,33,89,0.232,3.52,6,2,2,0,426,12,41,2,6,7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2007,proctsc01,455923,83,0,259,3,7,0,1,0,0,0,0,0,5,5,83,0,0,0,0,259,78,35,12,44,64,0.2365,3.5949999999999998,4,5,6,1,382,14,41,3,7,5,83,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Training
2008,proctsc01,1115000,41,0,116,0,2,1,0,0,0,0,0,0,2,0,41,0,0,0,0,116,41,26,7,24,46,0.261,6.05,1,6,0,0,184,11,30,1,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,proctsc01,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2013,profaju01,491000,64,59,1615,92,134,8,26,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,286,30,67,11,0,6,26,2,4,26,63,0,5,6,1,1,0,Training
2013,pryorst01,492200,7,0,22,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,22,3,0,0,1,7,0.12,0.0,0,0,0,0,26,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2013,puigya01,2000000,100,96,2516,162,8,5,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,382,66,122,21,2,19,42,11,8,36,97,6,11,0,3,6,0,Training
2014,puigya01,3714000,144,141,3699,254,15,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,558,92,165,37,9,16,69,11,7,67,124,3,12,2,1,7,0,Training
2015,puigya01,6214000,78,71,1914,132,6,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,282,30,72,12,3,11,38,3,3,26,66,1,2,0,1,1,0,Training
2016,puigya01,7214285,95,81,2233,172,6,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,334,45,88,14,2,11,45,5,2,24,74,0,7,0,3,10,0,Validation
2006,pujolal01,14000000,143,142,3733,1348,110,6,145,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,143,0,535,119,177,33,1,49,137,7,2,92,50,28,4,0,3,20,0,Training
2007,pujolal01,12937813,154,153,3974,1325,124,8,132,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,158,0,565,99,185,38,1,32,103,2,6,99,58,22,7,0,8,27,0,Training
2008,pujolal01,13870949,145,140,3655,1298,135,6,119,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,524,100,187,44,0,37,116,7,3,104,54,34,5,0,8,16,0,Training
2009,pujolal01,14427326,159,157,4130,1473,185,13,150,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,568,124,186,45,1,47,135,16,4,115,64,44,9,0,8,23,0,Training
2010,pujolal01,14595953,157,157,4142,1458,157,4,146,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,159,0,587,115,183,39,1,42,118,14,4,103,76,38,4,0,6,23,0,Training
2011,pujolal01,14508395,153,145,3882,1256,177,14,136,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,147,0,579,105,173,29,0,37,99,9,1,61,58,15,4,0,7,29,0,Training
2012,pujolal01,12000000,123,120,3112,1014,100,7,97,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,154,0,607,85,173,50,0,30,105,8,1,52,76,16,5,0,6,19,0,Training
2013,pujolal01,16000000,34,34,906,265,29,3,24,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,391,49,101,19,0,17,64,1,1,40,55,8,5,0,7,18,0,Training
2014,pujolal01,23000000,117,116,3069,879,81,3,78,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,159,0,633,89,172,37,1,28,105,5,1,48,71,11,5,0,9,28,0,Training
2015,pujolal01,24000000,96,95,2415,718,55,5,57,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,157,0,602,85,147,22,0,40,95,5,3,50,72,10,6,0,3,15,0,Training
2016,pujolal01,25000000,28,28,701,200,16,2,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,152,0,593,71,159,19,0,31,119,4,0,49,75,6,2,0,6,24,0,Validation
2006,puntoni01,690000,135,117,3142,94,275,13,34,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,135,0,459,73,133,21,7,1,45,17,5,47,68,0,1,10,7,8,0,Training
2007,puntoni01,1800000,160,135,3634,173,304,13,39,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,150,0,472,53,99,18,4,1,25,16,6,55,90,1,0,6,3,7,0,Training
2008,puntoni01,2400000,102,89,2446,161,282,10,65,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,338,43,96,19,4,2,28,15,6,32,57,1,0,5,2,10,0,Training
2009,puntoni01,4000000,126,117,3085,222,309,7,66,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,125,0,359,56,82,15,1,1,38,16,3,61,70,1,1,13,6,7,0,Training
2010,puntoni01,4000000,91,77,2039,92,202,8,27,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,252,24,60,11,1,1,20,6,2,28,50,2,1,4,3,3,0,Training
2011,puntoni01,750000,60,32,992,68,116,3,28,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,133,21,37,8,4,1,20,1,1,25,21,3,0,6,2,3,0,Training
2012,puntoni01,1500000,68,36,1118,59,117,2,21,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,87,0,160,20,35,7,0,1,10,6,0,25,42,0,0,4,2,5,0,Training
2013,puntoni01,1500000,117,71,1983,103,196,8,48,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,294,34,75,15,0,2,21,3,3,33,67,0,0,6,2,4,0,Training
2014,puntoni01,2750000,72,48,1453,108,167,7,50,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,198,21,41,7,2,2,14,3,1,25,56,0,0,1,0,5,0,Training
2009,purceda01,403700,9,9,144,2,5,1,1,0,0,0,0,0,1,3,9,9,0,0,0,144,54,33,6,30,39,0.287,6.19,1,3,1,0,223,0,35,3,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,purceda01,436400,33,0,101,1,5,0,0,0,0,0,0,0,1,2,33,0,0,0,0,101,33,21,2,27,22,0.2623333333333333,6.976666666666667,2,0,0,0,157,9,21,2,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2014,putkolu01,510000,2,0,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,6,8,2,2,1,0.4,27.0,0,0,1,0,18,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2015,putnaza01,525000,49,0,146,2,8,0,0,0,0,0,0,0,3,3,49,0,0,0,0,146,42,22,7,24,64,0.239,4.07,5,5,4,0,212,16,24,4,4,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2016,putnaza01,975000,25,0,82,0,2,0,1,0,0,0,0,0,1,0,25,0,0,0,0,82,25,7,2,11,30,0.248,2.3,1,2,0,0,114,6,7,0,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validation
2006,putzjj01,415000,72,0,235,2,7,1,0,0,0,0,0,0,4,1,72,0,0,0,36,235,59,20,4,13,104,0.207,2.3,1,1,2,0,303,57,20,1,2,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2007,putzjj01,2700000,68,0,215,6,5,0,0,0,0,0,0,0,6,1,68,0,0,0,40,215,37,11,6,13,82,0.153,1.38,0,3,2,0,260,65,11,2,1,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2008,putzjj01,4400000,47,0,139,1,7,1,0,0,0,0,0,0,6,5,47,0,0,0,15,139,46,20,4,28,56,0.256,3.88,2,2,2,0,211,35,20,0,1,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,putzjj01,6000000,29,0,88,4,5,0,1,0,0,0,0,0,1,4,29,0,0,0,2,88,29,17,1,19,19,0.257,5.22,4,1,0,0,135,6,18,1,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2010,putzjj01,3000000,60,0,162,1,4,0,0,0,0,0,0,0,7,5,60,0,0,0,3,162,41,17,4,15,65,0.204,2.83,2,4,1,0,219,16,18,1,1,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,putzjj01,4000000,60,0,174,4,9,0,0,0,0,0,0,0,2,2,60,0,0,0,45,174,41,14,4,12,61,0.195,2.17,0,2,2,0,229,52,15,2,3,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2012,putzjj01,4500000,57,0,163,1,6,0,0,0,0,0,0,0,1,5,57,0,0,0,32,163,45,17,4,11,65,0.223,2.82,1,3,2,0,218,52,18,2,1,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2013,putzjj01,6500000,40,0,103,0,5,0,0,0,0,0,0,0,3,1,40,0,0,0,6,103,26,9,4,17,38,0.211,2.36,1,3,0,0,140,16,9,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2014,putzjj01,7000000,18,0,41,0,2,0,1,0,0,0,0,0,1,1,18,0,0,0,0,41,17,10,1,6,14,0.315,6.59,1,2,1,0,62,8,10,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2016,quackke01,521200,60,0,179,1,4,0,0,0,0,0,0,0,7,7,60,0,0,0,2,179,55,26,8,22,42,0.242,3.92,2,2,0,0,253,17,27,2,2,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validation
2006,quallch01,376000,81,0,266,8,11,0,0,0,0,0,0,0,7,3,81,0,0,0,0,266,76,37,10,28,56,0.242,3.76,6,0,6,0,356,13,38,4,4,17,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2007,quallch01,441000,79,0,248,5,14,0,2,0,0,0,0,0,6,5,79,0,0,0,5,248,84,28,10,25,78,0.272,3.05,5,2,3,0,345,16,29,6,2,11,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2008,quallch01,1312500,77,0,221,4,7,2,0,0,0,0,0,0,4,8,77,0,0,0,9,221,61,23,4,18,71,0.224,2.81,2,6,3,0,300,21,29,4,3,13,77,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2009,quallch01,2535000,51,0,156,3,8,0,0,0,0,0,0,0,2,2,51,0,0,0,24,156,53,21,5,7,45,0.256,3.63,2,2,2,0,217,44,23,1,0,5,51,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Training
2010,quallch01,4185000,70,0,177,5,5,2,1,0,0,0,0,0,3,4,70,0,0,0,12,177,85,48,7,21,49,0.32799999999999996,6.93,4,4,2,0,281,29,56,4,4,8,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,quallch01,1500000,77,0,223,4,14,0,1,0,0,0,0,0,6,8,77,0,0,0,0,223,73,29,7,20,43,0.263,3.51,5,4,0,0,306,20,30,7,1,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2012,quallch01,1150000,60,0,157,7,9,2,0,0,0,0,0,0,2,1,60,0,0,0,0,157,63,31,7,14,27,0.302,5.776666666666666,4,3,0,0,231,15,34,2,2,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2014,quallch01,2700000,58,0,154,4,8,0,0,0,0,0,0,0,1,5,58,0,0,0,19,154,54,19,5,5,43,0.265,3.33,2,1,2,0,213,41,22,2,0,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2015,quallch01,3000000,60,0,148,2,7,0,1,0,0,0,0,0,3,5,60,0,0,0,4,148,46,24,6,9,46,0.247,4.38,1,3,2,0,202,17,24,1,4,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2016,quallch01,2250000,44,0,98,1,1,1,1,0,0,0,0,0,2,0,44,0,0,0,0,98,43,19,5,9,22,0.305,5.23,1,1,0,0,152,14,22,1,1,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validation
2007,quentca01,381000,76,64,1753,141,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,229,29,49,16,0,5,31,2,2,18,54,1,11,1,4,5,0,Training
2008,quentca01,400000,130,130,3441,228,5,7,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,130,0,480,96,138,26,1,36,100,7,3,66,80,0,20,0,3,16,0,Training
2009,quentca01,550000,88,88,2259,157,6,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,351,47,83,14,0,21,56,3,0,31,52,2,15,0,2,11,0,Training
2010,quentca01,3200000,104,103,2691,183,4,8,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,453,73,110,25,2,26,87,2,2,50,83,3,20,0,4,16,0,Training
2011,quentca01,5050000,102,100,2564,177,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,118,0,421,53,107,31,0,24,77,1,1,34,84,0,23,0,5,7,0,Training
2012,quentca01,7025000,72,72,1770,96,2,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,284,44,74,21,0,16,46,0,1,36,41,2,17,0,3,6,0,Training
2013,quentca01,9500000,69,69,1668,105,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,276,42,76,21,0,13,44,0,0,31,55,0,9,0,4,7,0,Training
2014,quentca01,9500000,32,31,687,42,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,130,9,23,6,0,4,18,0,0,17,33,0,4,0,4,5,0,Training
2006,quinlro01,365000,88,62,1653,377,48,4,41,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,234,28,75,11,1,9,32,2,1,7,28,1,2,0,1,6,0,Training
2007,quinlro01,800000,66,43,1150,238,23,2,25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,178,21,44,9,0,3,21,3,2,14,27,1,1,0,1,6,0,Training
2008,quinlro01,1050000,67,41,1156,129,59,4,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,164,15,43,1,2,1,11,4,2,14,28,0,2,0,1,5,0,Training
2009,quinlro01,1100000,49,28,753,141,21,1,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,115,13,28,5,0,2,14,1,1,5,30,0,0,0,0,3,0,Training
2007,quinthu01,385000,26,15,455,97,13,2,0,1,0,8,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,53,2,12,2,0,0,1,0,0,2,13,1,2,0,0,2,0,Training
2008,quinthu01,405000,59,52,1341,373,26,1,3,1,0,15,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,168,16,38,6,0,2,12,0,0,6,34,0,4,5,0,5,0,Training
